status_type,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,Cluster
1,2015-12-24,103,0,0,103,0,0,0,0,0,1
1,2015-12-21,117,0,0,117,0,0,0,0,0,1
1,2015-12-21,52,12,0,52,0,0,0,0,0,2
1,2015-12-19,96,8,0,96,0,0,0,0,0,1
1,2015-12-18,112,11,0,112,0,0,0,0,0,1
1,2015-12-18,124,12,0,124,0,0,0,0,0,1
1,2015-12-17,155,5,0,155,0,0,0,0,0,1
2,2015-12-15,101,7,0,101,0,0,0,0,0,1
1,2015-12-09,136,5,1,136,0,0,0,0,0,1
1,2015-12-09,131,0,0,131,0,0,0,0,0,1
2,2015-12-07,128,18,0,128,0,0,0,0,0,1
1,2015-12-05,129,13,0,129,0,0,0,0,0,1
2,2015-12-02,68,9,1,68,0,0,0,0,0,2
2,2015-11-30,142,2,2,142,0,0,0,0,0,1
2,2015-11-24,106,12,2,106,0,0,0,0,0,1
1,2015-11-23,88,3,0,88,0,0,0,0,0,1
2,2015-11-22,49,9,0,49,0,0,0,0,0,2
1,2015-11-06,102,1,0,102,0,0,0,0,0,1
1,2015-10-28,1,0,0,1,0,0,0,0,0,0
1,2015-06-25,7,0,2,7,0,0,0,0,0,0
1,2015-06-25,12,1,0,12,0,0,0,0,0,0
1,2015-06-25,3,0,2,3,0,0,0,0,0,0
1,2015-06-07,6,0,1,6,0,0,0,0,0,0
2,2015-01-10,98,3,1,98,0,0,0,0,0,1
1,2014-11-22,16,0,0,16,0,0,0,0,0,0
1,2014-11-21,40,0,0,40,0,0,0,0,0,2
1,2014-10-01,0,0,0,0,0,0,0,0,0,0
3,2014-09-28,103,1,0,103,0,0,0,0,0,1
1,2014-09-12,9,0,1,9,0,0,0,0,0,0
1,2014-09-12,7,0,0,7,0,0,0,0,0,0
1,2014-09-12,10,0,0,10,0,0,0,0,0,0
1,2014-09-12,15,0,0,15,0,0,0,0,0,0
3,2014-07-07,147,4,1,147,0,0,0,0,0,1
3,2014-05-24,148,6,0,148,0,0,0,0,0,1
3,2014-05-08,156,7,0,156,0,0,0,0,0,1
1,2014-05-05,156,0,0,156,0,0,0,0,0,1
1,2014-05-01,14,1,0,14,0,0,0,0,0,0
3,2014-04-25,110,0,1,110,0,0,0,0,0,1
0,2014-03-10,37,0,0,37,0,0,0,0,0,2
3,2014-03-10,108,6,2,108,0,0,0,0,0,1
1,2014-02-21,41,2,0,41,0,0,0,0,0,2
1,2014-02-17,17,2,0,17,0,0,0,0,0,0
1,2014-02-17,6,0,0,6,0,0,0,0,0,0
3,2014-02-12,150,4,0,150,0,0,0,0,0,1
1,2014-01-12,6,0,0,6,0,0,0,0,0,0
3,2014-01-10,107,1,2,107,0,0,0,0,0,1
1,2014-01-08,45,1,0,45,0,0,0,0,0,2
3,2014-01-08,155,2,0,155,0,0,0,0,0,1
3,2013-12-31,100,0,0,100,0,0,0,0,0,1
3,2013-12-31,101,2,1,101,0,0,0,0,0,1
3,2013-12-31,152,5,0,152,0,0,0,0,0,1
1,2013-12-31,87,3,0,87,0,0,0,0,0,1
1,2013-12-28,46,4,0,46,0,0,0,0,0,2
1,2013-12-27,63,0,0,63,0,0,0,0,0,2
3,2013-12-26,126,5,2,126,0,0,0,0,0,1
3,2013-12-25,47,0,1,47,0,0,0,0,0,2
1,2013-12-25,42,0,0,42,0,0,0,0,0,2
1,2013-12-25,53,1,0,53,0,0,0,0,0,2
1,2013-12-24,100,1,1,100,0,0,0,0,0,1
1,2013-12-24,41,1,0,41,0,0,0,0,0,2
1,2013-12-24,34,0,0,34,0,0,0,0,0,2
1,2013-12-21,75,0,0,75,0,0,0,0,0,2
1,2013-12-20,101,1,0,101,0,0,0,0,0,1
1,2013-12-20,51,0,0,51,0,0,0,0,0,2
1,2013-12-19,77,3,0,77,0,0,0,0,0,1
1,2013-12-19,9,0,0,9,0,0,0,0,0,0
1,2013-12-18,134,3,0,134,0,0,0,0,0,1
1,2013-12-18,72,0,0,72,0,0,0,0,0,2
1,2013-12-16,94,3,0,94,0,0,0,0,0,1
3,2013-12-15,82,3,0,82,0,0,0,0,0,1
3,2013-12-15,110,0,0,110,0,0,0,0,0,1
1,2013-12-14,80,1,0,80,0,0,0,0,0,1
1,2013-12-13,91,6,0,91,0,0,0,0,0,1
3,2013-12-09,57,0,0,57,0,0,0,0,0,2
1,2013-12-07,102,4,0,102,0,0,0,0,0,1
1,2013-12-07,152,2,0,152,0,0,0,0,0,1
3,2013-12-05,62,1,0,62,0,0,0,0,0,2
3,2013-12-05,126,18,0,126,0,0,0,0,0,1
1,2013-12-04,114,3,0,114,0,0,0,0,0,1
1,2013-12-03,58,7,0,58,0,0,0,0,0,2
1,2013-12-03,46,3,0,46,0,0,0,0,0,2
1,2013-11-27,99,11,0,99,0,0,0,0,0,1
1,2013-11-27,51,0,0,51,0,0,0,0,0,2
1,2013-11-25,92,6,0,92,0,0,0,0,0,1
1,2013-11-25,103,6,0,103,0,0,0,0,0,1
1,2013-11-20,113,2,0,113,0,0,0,0,0,1
1,2013-11-20,61,0,0,61,0,0,0,0,0,2
1,2013-11-20,76,3,0,76,0,0,0,0,0,1
1,2013-11-20,66,1,0,66,0,0,0,0,0,2
3,2013-11-19,154,0,0,154,0,0,0,0,0,1
1,2013-11-18,29,0,0,29,0,0,0,0,0,2
1,2013-11-18,71,2,1,71,0,0,0,0,0,2
1,2013-11-17,68,7,0,68,0,0,0,0,0,2
1,2013-11-17,105,4,0,105,0,0,0,0,0,1
3,2013-11-15,62,2,0,62,0,0,0,0,0,2
1,2013-11-12,23,0,0,23,0,0,0,0,0,0
3,2013-11-11,65,11,0,65,0,0,0,0,0,2
1,2013-11-08,59,0,0,59,0,0,0,0,0,2
3,2013-11-06,147,13,2,147,0,0,0,0,0,1
1,2013-11-06,62,6,0,62,0,0,0,0,0,2
3,2013-11-04,131,1,1,131,0,0,0,0,0,1
3,2013-11-01,135,1,2,135,0,0,0,0,0,1
1,2013-11-01,115,9,0,115,0,0,0,0,0,1
1,2013-10-31,128,3,0,128,0,0,0,0,0,1
1,2013-10-30,128,3,0,128,0,0,0,0,0,1
1,2013-10-26,109,1,0,109,0,0,0,0,0,1
1,2013-10-26,58,0,0,58,0,0,0,0,0,2
1,2013-10-26,83,0,0,83,0,0,0,0,0,1
3,2013-10-24,50,3,0,50,0,0,0,0,0,2
3,2013-10-23,113,15,0,113,0,0,0,0,0,1
3,2013-10-23,141,1,1,141,0,0,0,0,0,1
1,2013-10-21,3,3,0,3,0,0,0,0,0,0
1,2013-10-20,75,3,0,75,0,0,0,0,0,2
3,2013-10-19,45,0,1,45,0,0,0,0,0,2
1,2013-10-18,45,1,0,45,0,0,0,0,0,2
1,2013-10-18,93,8,0,93,0,0,0,0,0,1
3,2013-10-18,73,0,2,73,0,0,0,0,0,2
1,2013-10-18,82,5,0,82,0,0,0,0,0,1
3,2013-10-17,89,17,1,89,0,0,0,0,0,1
1,2013-10-17,32,1,0,32,0,0,0,0,0,2
1,2013-10-17,140,18,0,140,0,0,0,0,0,1
1,2013-10-16,113,5,0,113,0,0,0,0,0,1
1,2013-10-16,27,5,0,27,0,0,0,0,0,0
1,2013-10-16,101,9,0,101,0,0,0,0,0,1
1,2013-10-13,70,3,0,70,0,0,0,0,0,2
3,2013-10-13,88,11,1,88,0,0,0,0,0,1
1,2013-10-13,22,1,0,22,0,0,0,0,0,0
3,2013-10-11,83,1,0,83,0,0,0,0,0,1
1,2013-10-10,51,1,0,51,0,0,0,0,0,2
3,2013-10-10,135,14,0,135,0,0,0,0,0,1
1,2013-10-08,47,1,0,47,0,0,0,0,0,2
1,2013-10-05,84,4,0,84,0,0,0,0,0,1
1,2013-10-03,18,0,0,18,0,0,0,0,0,0
1,2013-10-02,59,5,0,59,0,0,0,0,0,2
1,2013-09-29,44,0,0,44,0,0,0,0,0,2
1,2013-09-28,28,0,0,28,0,0,0,0,0,0
1,2013-09-28,30,1,0,30,0,0,0,0,0,2
1,2013-09-25,39,2,0,39,0,0,0,0,0,2
1,2013-09-25,17,0,1,17,0,0,0,0,0,0
1,2013-09-24,74,15,1,74,0,0,0,0,0,2
1,2013-09-22,68,6,0,68,0,0,0,0,0,2
1,2013-09-12,52,2,0,52,0,0,0,0,0,2
1,2013-09-12,78,8,0,78,0,0,0,0,0,1
1,2013-09-12,28,3,0,28,0,0,0,0,0,0
1,2013-09-11,63,5,0,63,0,0,0,0,0,2
1,2013-09-11,19,24,0,19,0,0,0,0,0,0
1,2013-09-11,21,22,0,21,0,0,0,0,0,0
1,2013-09-11,77,12,0,77,0,0,0,0,0,1
3,2013-09-11,137,3,1,137,0,0,0,0,0,1
1,2013-09-10,57,5,1,57,0,0,0,0,0,2
3,2013-09-10,144,11,0,144,0,0,0,0,0,1
1,2013-09-09,13,1,0,13,0,0,0,0,0,0
1,2013-09-09,10,0,0,10,0,0,0,0,0,0
3,2013-09-04,108,5,0,108,0,0,0,0,0,1
1,2013-09-03,49,0,0,49,0,0,0,0,0,2
1,2013-09-01,1,0,0,1,0,0,0,0,0,0
1,2013-08-28,29,1,0,29,0,0,0,0,0,2
1,2013-08-25,24,2,2,24,0,0,0,0,0,0
1,2013-08-10,156,17,0,156,0,0,0,0,0,1
1,2013-08-06,56,1,0,56,0,0,0,0,0,2
1,2013-08-04,34,1,0,34,0,0,0,0,0,2
1,2013-08-01,16,1,0,16,0,0,0,0,0,0
1,2013-08-01,25,1,0,25,0,0,0,0,0,0
1,2013-07-31,38,4,1,38,0,0,0,0,0,2
1,2013-07-31,45,5,0,45,0,0,0,0,0,2
1,2013-07-31,74,2,0,74,0,0,0,0,0,2
1,2013-07-31,8,0,0,8,0,0,0,0,0,0
1,2013-07-30,2,0,0,2,0,0,0,0,0,0
1,2013-07-29,131,8,0,131,0,0,0,0,0,1
1,2013-07-29,32,3,0,32,0,0,0,0,0,2
1,2013-07-29,14,1,1,14,0,0,0,0,0,0
1,2013-07-24,122,2,0,122,0,0,0,0,0,1
1,2013-07-24,5,0,0,5,0,0,0,0,0,0
1,2013-07-24,97,5,1,97,0,0,0,0,0,1
1,2013-07-24,31,1,0,31,0,0,0,0,0,2
1,2013-07-24,80,4,0,80,0,0,0,0,0,1
1,2013-07-24,51,1,1,51,0,0,0,0,0,2
1,2013-07-24,38,0,0,38,0,0,0,0,0,2
1,2013-07-24,102,5,0,102,0,0,0,0,0,1
1,2013-07-20,92,10,1,92,0,0,0,0,0,1
1,2013-07-20,54,4,0,54,0,0,0,0,0,2
1,2013-07-20,44,4,0,44,0,0,0,0,0,2
1,2013-07-19,78,5,1,78,0,0,0,0,0,1
1,2013-07-18,66,10,1,66,0,0,0,0,0,2
1,2013-07-18,54,6,2,54,0,0,0,0,0,2
1,2013-07-18,25,0,0,25,0,0,0,0,0,0
1,2013-07-18,74,5,1,74,0,0,0,0,0,2
1,2013-07-18,79,7,1,79,0,0,0,0,0,1
1,2013-07-15,104,3,1,104,0,0,0,0,0,1
1,2013-07-08,38,7,0,38,0,0,0,0,0,2
1,2013-07-06,17,6,0,17,0,0,0,0,0,0
1,2013-07-05,75,8,0,75,0,0,0,0,0,2
1,2013-07-02,52,3,0,52,0,0,0,0,0,2
1,2013-06-29,58,5,0,58,0,0,0,0,0,2
1,2013-06-29,12,1,2,12,0,0,0,0,0,0
1,2013-06-29,4,0,2,4,0,0,0,0,0,0
1,2013-06-28,28,4,0,28,0,0,0,0,0,0
1,2013-06-25,4,0,1,4,0,0,0,0,0,0
1,2013-06-25,51,0,0,51,0,0,0,0,0,2
1,2013-06-25,18,1,0,18,0,0,0,0,0,0
1,2013-06-23,45,0,0,45,0,0,0,0,0,2
1,2013-06-23,14,0,0,14,0,0,0,0,0,0
1,2013-06-21,54,1,0,54,0,0,0,0,0,2
1,2013-06-20,65,4,0,65,0,0,0,0,0,2
1,2013-06-20,73,0,0,73,0,0,0,0,0,2
1,2013-06-19,43,3,0,43,0,0,0,0,0,2
1,2013-06-17,28,4,1,28,0,0,0,0,0,0
1,2013-06-16,22,1,0,22,0,0,0,0,0,0
1,2013-06-16,39,3,0,39,0,0,0,0,0,2
1,2013-06-15,62,8,0,62,0,0,0,0,0,2
1,2013-06-15,20,2,0,20,0,0,0,0,0,0
1,2013-06-15,17,0,0,17,0,0,0,0,0,0
1,2013-06-15,49,7,0,49,0,0,0,0,0,2
1,2013-06-15,62,7,0,62,0,0,0,0,0,2
1,2013-06-15,43,2,0,43,0,0,0,0,0,2
1,2013-06-14,30,1,0,30,0,0,0,0,0,2
1,2013-06-14,28,0,0,28,0,0,0,0,0,0
1,2013-06-14,49,2,2,49,0,0,0,0,0,2
1,2013-06-13,67,6,0,67,0,0,0,0,0,2
1,2013-06-13,20,1,0,20,0,0,0,0,0,0
1,2013-06-13,81,5,0,81,0,0,0,0,0,1
1,2013-06-11,58,6,1,58,0,0,0,0,0,2
1,2013-06-11,13,5,0,13,0,0,0,0,0,0
1,2013-06-09,47,0,0,47,0,0,0,0,0,2
1,2013-06-09,7,0,2,7,0,0,0,0,0,0
1,2013-06-08,62,2,1,62,0,0,0,0,0,2
1,2013-06-08,84,6,0,84,0,0,0,0,0,1
1,2013-06-07,23,2,0,23,0,0,0,0,0,0
1,2013-06-07,19,4,0,19,0,0,0,0,0,0
1,2013-06-03,13,0,1,13,0,0,0,0,0,0
1,2013-06-02,8,1,1,8,0,0,0,0,0,0
1,2013-06-02,35,1,0,35,0,0,0,0,0,2
1,2013-06-02,37,0,0,37,0,0,0,0,0,2
1,2013-06-01,73,10,0,73,0,0,0,0,0,2
1,2013-05-31,114,9,0,114,0,0,0,0,0,1
1,2013-05-30,69,6,0,69,0,0,0,0,0,2
1,2013-05-30,43,0,0,43,0,0,0,0,0,2
1,2013-05-30,106,3,0,106,0,0,0,0,0,1
1,2013-05-29,69,2,0,69,0,0,0,0,0,2
1,2013-05-29,65,2,0,65,0,0,0,0,0,2
1,2013-05-28,52,0,0,52,0,0,0,0,0,2
1,2013-05-28,79,1,0,79,0,0,0,0,0,1
1,2013-05-28,49,1,0,49,0,0,0,0,0,2
1,2013-05-25,31,0,0,31,0,0,0,0,0,2
1,2013-05-20,7,0,2,7,0,0,0,0,0,0
1,2013-05-19,6,0,2,6,0,0,0,0,0,0
1,2013-05-19,7,0,0,7,0,0,0,0,0,0
1,2013-05-19,5,1,1,5,0,0,0,0,0,0
1,2013-05-19,18,1,0,18,0,0,0,0,0,0
1,2013-05-18,33,1,0,33,0,0,0,0,0,2
1,2013-05-16,97,0,0,97,0,0,0,0,0,1
1,2013-05-15,102,16,0,102,0,0,0,0,0,1
1,2013-05-14,38,10,0,38,0,0,0,0,0,2
1,2013-05-12,16,2,0,16,0,0,0,0,0,0
1,2013-05-09,3,1,2,3,0,0,0,0,0,0
1,2013-05-05,29,0,0,29,0,0,0,0,0,2
1,2013-05-02,66,9,0,66,0,0,0,0,0,2
1,2013-05-02,78,16,0,78,0,0,0,0,0,1
1,2013-04-27,57,9,1,57,0,0,0,0,0,2
1,2013-04-27,19,4,0,19,0,0,0,0,0,0
1,2013-04-27,82,14,0,82,0,0,0,0,0,1
1,2013-04-27,5,4,1,5,0,0,0,0,0,0
1,2013-04-25,52,5,0,52,0,0,0,0,0,2
1,2013-04-24,45,14,0,45,0,0,0,0,0,2
1,2013-04-23,55,10,0,55,0,0,0,0,0,2
1,2013-04-23,40,1,0,40,0,0,0,0,0,2
1,2013-04-23,48,4,0,48,0,0,0,0,0,2
1,2013-04-22,53,7,0,53,0,0,0,0,0,2
1,2013-04-22,5,0,0,5,0,0,0,0,0,0
1,2013-04-22,0,0,0,0,0,0,0,0,0,0
1,2013-04-22,74,6,0,74,0,0,0,0,0,2
1,2013-04-22,7,1,2,7,0,0,0,0,0,0
1,2013-04-16,43,2,0,43,0,0,0,0,0,2
1,2013-04-09,13,3,0,13,0,0,0,0,0,0
1,2013-04-09,28,3,0,28,0,0,0,0,0,0
1,2013-04-09,34,0,1,34,0,0,0,0,0,2
1,2013-04-08,83,1,0,83,0,0,0,0,0,1
1,2013-04-08,7,0,0,7,0,0,0,0,0,0
1,2013-04-08,34,0,0,34,0,0,0,0,0,2
1,2013-04-08,97,3,0,97,0,0,0,0,0,1
1,2013-04-07,24,4,0,24,0,0,0,0,0,0
1,2013-04-07,106,18,0,106,0,0,0,0,0,1
1,2013-04-07,131,4,0,131,0,0,0,0,0,1
1,2013-04-06,132,7,0,132,0,0,0,0,0,1
1,2013-04-06,79,5,0,79,0,0,0,0,0,1
1,2013-04-04,51,9,0,51,0,0,0,0,0,2
1,2013-04-04,46,3,1,46,0,0,0,0,0,2
1,2013-04-04,5,2,2,5,0,0,0,0,0,0
1,2013-04-03,52,5,0,52,0,0,0,0,0,2
1,2013-04-03,18,0,0,18,0,0,0,0,0,0
1,2013-04-02,105,5,0,105,0,0,0,0,0,1
1,2013-04-02,30,0,0,30,0,0,0,0,0,2
1,2013-03-31,32,0,0,32,0,0,0,0,0,2
1,2013-03-31,44,10,0,44,0,0,0,0,0,2
1,2013-03-31,100,28,1,100,0,0,0,0,0,1
1,2013-03-30,58,4,0,58,0,0,0,0,0,2
1,2013-03-29,22,1,0,22,0,0,0,0,0,0
1,2013-03-29,26,0,0,26,0,0,0,0,0,0
1,2013-03-28,45,4,0,45,0,0,0,0,0,2
1,2013-03-28,21,0,0,21,0,0,0,0,0,0
1,2013-03-26,75,15,0,75,0,0,0,0,0,2
1,2013-03-26,21,0,1,21,0,0,0,0,0,0
1,2013-03-25,72,23,0,72,0,0,0,0,0,2
1,2013-03-25,50,1,0,50,0,0,0,0,0,2
1,2013-03-25,26,6,0,26,0,0,0,0,0,0
1,2013-03-24,46,9,0,46,0,0,0,0,0,2
1,2013-03-24,80,7,0,80,0,0,0,0,0,1
1,2013-03-24,41,11,0,41,0,0,0,0,0,2
1,2013-03-23,69,6,0,69,0,0,0,0,0,2
1,2013-03-21,3,2,2,3,0,0,0,0,0,0
1,2013-03-20,21,4,0,21,0,0,0,0,0,0
1,2013-03-16,64,1,0,64,0,0,0,0,0,2
1,2013-03-13,60,19,0,60,0,0,0,0,0,2
1,2013-03-13,25,3,0,25,0,0,0,0,0,0
1,2013-03-11,48,17,0,48,0,0,0,0,0,2
1,2013-03-10,45,4,0,45,0,0,0,0,0,2
1,2013-03-10,2,0,1,2,0,0,0,0,0,0
1,2013-03-09,7,0,1,7,0,0,0,0,0,0
1,2013-03-08,61,13,0,61,0,0,0,0,0,2
1,2013-03-08,16,9,0,16,0,0,0,0,0,0
1,2013-03-08,27,3,0,27,0,0,0,0,0,0
1,2013-03-07,65,0,0,65,0,0,0,0,0,2
1,2013-03-06,44,4,0,44,0,0,0,0,0,2
1,2013-03-06,55,12,0,55,0,0,0,0,0,2
1,2013-03-06,59,7,0,59,0,0,0,0,0,2
1,2013-03-06,51,6,0,51,0,0,0,0,0,2
1,2013-03-04,41,1,0,41,0,0,0,0,0,2
1,2013-03-04,12,5,0,12,0,0,0,0,0,0
1,2013-03-04,57,7,0,57,0,0,0,0,0,2
1,2013-03-03,55,7,0,55,0,0,0,0,0,2
1,2013-03-03,76,4,0,76,0,0,0,0,0,1
1,2013-03-02,103,14,0,103,0,0,0,0,0,1
1,2013-03-02,46,2,0,46,0,0,0,0,0,2
1,2013-03-01,74,14,0,74,0,0,0,0,0,2
1,2013-02-28,25,0,0,25,0,0,0,0,0,0
1,2013-02-28,34,0,0,34,0,0,0,0,0,2
